RPS,RPS_median,RPS_std,Brier_Away,Brier_Draw,Brier_Home,Brier_Mean,Accuracy,Log_Loss,Mean_Calibration_Error,Baseline_ScoreOnly_Acc,Baseline_ScoreOnly_RPS,Baseline_Uniform_RPS,Improvement_vs_ScoreOnly_Acc,Improvement_vs_ScoreOnly_RPS,Improvement_vs_Uniform_RPS
0.13918474857179727,0.0990522131329524,0.15126071721680068,0.1382745314690791,0.14975376546068728,0.14009496567451543,0.14270775420142726,0.6743253228680038,0.7375585694621937,0.036798477456049174,0.5950812404042726,0.15780175330340562,0.2409912141223564,0.07924408246373127,0.01861700473160835,0.10180646555055914
